"NoProj","PeriodeDate","CodPrg","NomProjet","NomCatg","Nom_Volet","NbStagReel","NoOrgaQue","NoOrgaEtran","NomOrgaQue","NomOrgaEtran","NomPays","VilleQuartier","Lattitude","Longitude","Secteur principal","Domaine","MontantSubvention","Versement1","Versement2","Versement3","Versement4","Versement5","AnnFinaVersement1","AnnFinaVersement2","AnnFinaVersement3","AnnFinaVersement4","AnnFinaVersement5","Statut"
1599,"2006-2007","PQDI","Appui au renforcement des capacités d'intervention et à la mise en place d'un système de commercialisation du bétail et d'approvisionnement en intrants","Grands projets","",0,167,608,"UPA Développement international","Animation pour la promotion de l'entraide aux initiatives locales en zone pastorale (APEL-ZP)","Niger","Tahoua",13.51,2.11,"Agriculture / Foresterie","Coopératives agricoles",101096.00,80000.00,21096.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1600,"2006-2007","PQDI","D'un fleuve à l'autre","Grands projets","",0,129,595,"Union Saint-Laurent, Grands Lacs","École instrument de Paix-Niger (EIP-Niger)","Niger","Sawani",13.51,2.11,"Environnement","Éducation et formation environnementales",99920.00,80000.00,19920.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1601,"2006-2007","PQDI","Pro-Séries (radiosérie de trente épisodes sur la santé et le VIH/sida) pour diffusion au Burkina Faso, au Mali et au Niger.","Grands projets","",0,107,593,"Vues d'Afrique","Institut Imagine","Burkina Faso","Ouagadougou",12.37,-1.52,"Santé","Lutte contre les MST et VIH/Sida",63998.00,63998.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1603,"2006-2007","QSF","Agriculture solidaire à la Havane","Stages annuels","universel",6,76,596,"Alternatives","Fundación Antonio Núñez Jiménez de la Naturaleza y el Hombre","Cuba","",23.13,-82.36,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",32474.00,22550.00,7500.00,6999.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1604,"2006-2007","QSF","Agriculture solidaire à la Havane","Stages annuels","réciprocité",1,76,596,"Alternatives","Fundación Antonio Núñez Jiménez de la Naturaleza y el Hombre","Cuba","",23.13,-82.36,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",5697.00,5275.00,1172.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1605,"2006-2007","QSF","Un arc-en-ciel pour les enfants de la rue","Stages annuels","universel",7,62,394,"L'AMIE (Aide internationale à l'enfance)","Oeuvre humanitaire pour la promotion et le développement de l'enfance en difficulté (OPDE)","Rwanda","",-1.95,30.06,"Services sociaux","Services sociaux",42546.00,31160.00,8250.00,8526.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1606,"2006-2007","QSF","Nuevo ambiente para la juventud II","Stages annuels","universel",8,62,599,"L'AMIE (Aide internationale à l'enfance)","Asociacion para el Desarrollo Educativo Cientifico y Tecnologico (ADECT)","Honduras","",14.10,-87.21,"Services sociaux","Culture et loisirs",44641.00,32340.00,9000.00,9111.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1607,"2006-2007","QSF","Las Ferias Educativas Móviles","Stages annuels","universel",8,62,598,"L'AMIE (Aide internationale à l'enfance)","Programa de Trabajo con la Ninez, Adolescencia y Juventud (Winay)","Bolivie","",-16.49,-68.15,"Services sociaux","Culture et loisirs",44641.00,32340.00,9000.00,9111.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1608,"2006-2007","QSF","Arte y solidaridad !","Stages annuels","spécialisé",8,62,475,"L'AMIE (Aide internationale à l'enfance)","Fundacion Intercultural Nor Sud","Bolivie","",-16.49,-68.15,"Services sociaux","Culture et loisirs",41431.00,32340.00,6000.00,8901.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1609,"2006-2007","QSF","Réinsertion sociale de jeunes autochtones","Stages annuels","réciprocité",1,62,475,"L'AMIE (Aide internationale à l'enfance)","Fundacion Intercultural Nor Sud","Bolivie","",-16.49,-68.15,"Services sociaux","Culture et loisirs",5988.00,5555.00,1063.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1610,"2006-2007","QSF","Femmes et microcrédit","Stages pluriannuels","universel",10,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","",12.65,-8.00,"Activités génératrices de revenus","Micro-crédit",60151.00,22625.00,33125.00,11526.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1611,"2006-2007","QSF","Femmes et microcrédit","Stages pluriannuels","réciprocité",1,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","",12.65,-8.00,"Activités génératrices de revenus","Micro-crédit",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1612,"2006-2007","QSF","Jardins maraîchers et écoles communautaires","Stages pluriannuels","universel",10,79,134,"Carrefour International (bureau régional du Québec)","Association malienne pour la promotion des jeunes (AMPJ)","Mali","",12.65,-8.00,"Agriculture / Foresterie","Production agricole",60151.00,22625.00,33125.00,11526.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1613,"2006-2007","QSF","Jardins maraîchers et écoles communautaires","Stages pluriannuels","réciprocité",1,79,134,"Carrefour International (bureau régional du Québec)","Association malienne pour la promotion des jeunes (AMPJ)","Mali","",12.65,-8.00,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1614,"2006-2007","QSF","Société civile","Stages annuels","spécialisé",7,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","Commune Baguineda",12.65,-8.00,"Santé","Lutte contre les MST et VIH/Sida",43285.00,6514.00,33561.00,8985.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1615,"2006-2007","QSF","Société civile et décentralisation au Mali","Stages annuels","réciprocité",1,79,619,"Carrefour International (bureau régional du Québec)","Kilabo","Mali","Baguinéda-Meilleur",12.65,-8.00,"Santé","Lutte contre les MST et VIH/Sida",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1616,"2006-2007","QSF","Société civile et décentralisation","Stages annuels","spécialisé",7,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","",12.65,-8.00,"Gouvernance et société civile","Renforcement de la société civile",39667.00,6515.00,30152.00,8775.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1617,"2006-2007","QSF","Société civile et décentralisation au Mali","Stages annuels","réciprocité",1,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","",12.65,-8.00,"Gouvernance et société civile","Renforcement de la société civile",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1618,"2006-2007","QSF","Activités communautaires à Dégnékoro","Stages pluriannuels","universel",10,80,136,"Carrefour de solidarité internationale","Association Kilabo","Mali","",12.65,-8.00,"Agriculture / Foresterie","Coopératives agricoles",53382.00,42400.00,6880.00,9802.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1619,"2006-2007","QSF","Activités communautaires à Dégnékoro","Stages pluriannuels","réciprocité",1,80,136,"Carrefour de solidarité internationale","Association Kilabo","Mali","",12.65,-8.00,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",6623.00,6150.00,1073.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1620,"2006-2007","QSF","Développement communautaire de Palo de Caja et Nizao","Stages annuels","universel",10,80,82,"Carrefour de solidarité internationale","Centro de planificacion y accion ecumenica","République dominicaine","",18.47,-69.90,"Multisectoriel/Autre",,47872.00,36300.00,7830.00,10392.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1621,"2006-2007","QSF","Implication dans les processus participatifs de la municipalité de Comas","Stages pluriannuels","spécialisé",10,80,280,"Carrefour de solidarité internationale","Ayni salud","Pérou","",-12.04,-77.05,"Gouvernance et société civile","Renforcement de la société civile",55741.00,41120.00,10500.00,11246.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1622,"2006-2007","QSF","Implication dans les processus participatifs de la municipalité de Comas","Stages pluriannuels","réciprocité",1,80,280,"Carrefour de solidarité internationale","Ayni salud","Pérou","",-12.04,-77.05,"Gouvernance et société civile","Renforcement de la société civile",6446.00,5975.00,1221.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1623,"2006-2007","QSF","Appui aux jeunes producteurs de riz de la plaine de San","Stages annuels","spécialisé",7,82,604,"Centre d'étude et de coopération internationale","Association des riziculteurs de la plaine de San Ouest (ARPASO)","Mali","",12.65,-8.00,"Agriculture / Foresterie","Production agricole",41027.00,29830.00,8250.00,6967.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1624,"2006-2007","QSF","Place aux jeunes dans la gestion d'exploitations agricoles modernes","Stages annuels","réciprocité",2,82,604,"Centre d'étude et de coopération internationale","Association des riziculteurs de la plaine de San Ouest (ARPASO)","Mali","",12.65,-8.00,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",13245.00,12300.00,2145.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1625,"2006-2007","QSF","Sensibilisation à la santé reproductive chez les adolescents","Stages annuels","spécialisé",7,82,605,"Centre d'étude et de coopération internationale","Association de soutien au développement des activités de population (ASDAP)","Mali","",12.65,-8.00,"Santé","Lutte contre les MST et VIH/Sida",41069.00,29830.00,8250.00,7609.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1626,"2006-2007","QSF","Projet de sensibilisation sur la santé de la reproduction des adolescents","Stages annuels","réciprocité",2,82,605,"Centre d'étude et de coopération internationale","Association de soutien au développement des activités de population (ASDAP)","Mali","",12.65,-8.00,"Santé","Lutte contre les MST et VIH/Sida",13245.00,12300.00,2145.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1627,"2006-2007","QSF","Environnement et santé","Stages annuels","universel",10,85,427,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Cooperativa de servicios multiples Agro-Vida (COOSEMAV)","Équateur","Guano",-0.21,-78.50,"Environnement","Éducation et formation environnementales",51752.00,37230.00,10500.00,10672.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1628,"2006-2007","QSF","La nature, une priorité pour le Nahouri","Stages annuels","universel",10,85,318,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Gâ Mo Wigna","Burkina Faso","",12.37,-1.52,"Environnement","Éducation et formation environnementales",59053.00,44300.00,10500.00,10203.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1629,"2006-2007","QSF","Santé et prévention psychosociale","Stages annuels","spécialisé",10,85,526,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Action sociale de Pô","Burkina Faso","",12.37,-1.52,"Santé","Lutte contre les MST et VIH/Sida",57632.00,42970.00,10500.00,10147.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1630,"2006-2007","QSF","Solidaire pour un développement durable","Stages pluriannuels","universel",7,66,199,"Club 2/3","Association Découverte Togo Profond (ADETOP)","Togo","",6.13,1.22,"Environnement","Éducation et formation environnementales",42546.00,31160.00,8250.00,8526.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1631,"2006-2007","QSF","Éducation complémentaire pour les enfants de la rue","Stages annuels","universel",7,66,316,"Club 2/3","Association des Parents et Maîtres (APM)","Brésil","",-15.78,-47.91,"Éducation","ÉDUCATION DE BASE",33520.00,25540.00,5250.00,8120.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1632,"2006-2007","QSF","Jeunes et médias","Stages annuels","universel",7,66,471,"Club 2/3","Boussole de la Cité","Bénin","",6.48,2.61,"Communications","Radio, télévision, presse écrite",39336.00,31160.00,5250.00,8316.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1633,"2006-2007","QSF","Coopératives jeunesse de services","Stages pluriannuels","spécialisé",7,66,154,"Club 2/3","Conseil de développement du coopérativisme (CODECO)","Pérou","",-12.04,-77.05,"Gouvernance et société civile","Renforcement de la société civile",39550.00,28360.00,8250.00,8281.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1634,"2006-2007","QSF","Accès aux nouvelles technologies de l'information","Stages pluriannuels","spécialisé",7,66,432,"Club 2/3","Radio FM Trinidad","Paraguay","Asunción",-25.29,-57.64,"Communications","Technologie de l'information et de la communication (TIC)",39501.00,28360.00,8250.00,7630.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1635,"2006-2007","QSF","Accès aux nouvelles technologies de l'information","Stages pluriannuels","réciprocité",2,66,432,"Club 2/3","Radio FM Trinidad","Paraguay","",-25.29,-57.64,"Communications","Technologie de l'information et de la communication (TIC)",12510.00,11600.00,2310.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1636,"2006-2007","QSF","Développement communautaire et communication participative","Stages annuels","universel",10,68,505,"Comité de Solidarité/Trois-Rivières","Instituto superior pedagogico para la educacion tecnica y professionnal (ISPETP)","Cuba","",23.13,-82.36,"Santé","Éducation sanitaire",51531.00,37190.00,10500.00,10966.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1637,"2006-2007","QSF","Théâtre d’intervention en zone montagneuse","Stages annuels","universel",8,68,576,"Comité de Solidarité/Trois-Rivières","Projet communautaire ""Guerrilla de Teatreros""","Cuba","",23.13,-82.36,"Santé","Éducation sanitaire",42006.00,29900.00,9000.00,8581.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1638,"2006-2007","QSF","Un seul brin de paille ne balaie pas la cour","Stages pluriannuels","spécialisé",10,68,136,"Comité de Solidarité/Trois-Rivières","Association Kilabo","Mali","",12.65,-8.00,"Gouvernance et société civile","Renforcement des structures sociales et communautaires",60151.00,45250.00,10500.00,11526.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1639,"2006-2007","QSF","Un seul brin de paille ne balaie pas la cour","Stages pluriannuels","réciprocité",1,68,136,"Comité de Solidarité/Trois-Rivières","Association Kilabo","Mali","",12.65,-8.00,"Gouvernance et société civile","Renforcement des structures sociales et communautaires",6623.00,6150.00,1073.00,0.00,0.00,0.00,"2006-2007","2006-2007","","","","Approuvé / Versé"
1640,"2006-2007","QSF","Environnement et artisanat de l’espoir","Stages annuels","universel",7,92,529,"Comité régional d'éducation pour le développement international de Lanaudière","Asentamiento humano Senor de la Picota","Pérou","",-12.04,-77.05,"Multisectoriel/Autre",,39550.00,28360.00,8250.00,8330.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1641,"2006-2007","QSF","Projet Bagani","Stages annuels","universel",7,92,600,"Comité régional d'éducation pour le développement international de Lanaudière",,"Mali","",12.65,-8.00,"Environnement","Éducation et formation environnementales",42546.00,31160.00,8250.00,8526.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1642,"2006-2007","QSF","D’un fleuve à l’autre","Stages annuels","spécialisé",7,92,595,"Comité régional d'éducation pour le développement international de Lanaudière","École instrument de Paix-Niger (EIP-Niger)","Niger","",13.51,2.11,"Environnement","Éducation et formation environnementales",43159.00,31699.00,8250.00,8985.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
1643,"2006-2007","QSF","Armonía con la tierra por una vida mejor","Stages annuels","spécialisé",7,92,603,"Comité régional d'éducation pour le développement international de Lanaudière","Organizacion territorial de base de San José (OTB)","Bolivie","",-16.49,-68.15,"Agriculture / Foresterie","Production agricole",36001.00,28000.00,5250.00,7776.00,0.00,0.00,"2006-2007","2006-2007","2006-2007","","","Approuvé / Versé"
